n=10000 mode=point	lumen-rel-patch	rss.peak_kb	73316
n=10000 mode=point	lumen-rel-rebuild	nodes.total	10001
n=10000 mode=point	lumen-rel-rebuild	nodes.rebuilt	2
n=10000 mode=point	lumen-rel-rebuild	nodes.copied	9999
n=10000 mode=point	lumen-rel-rebuild	total_us	3550.4
n=10000 mode=point	lumen-rel-rebuild	rss.base_kb	2748
n=10000 mode=point	lumen-rel-rebuild	rss.built_kb	92588
n=10000 mode=point	lumen-rel-rebuild	rss.peak_kb	93392
n=10000 mode=point	lumen-dev-patch	nodes.total	10001
n=10000 mode=point	lumen-dev-patch	nodes.rebuilt	0
n=10000 mode=point	lumen-dev-patch	nodes.copied	0
n=10000 mode=point	lumen-dev-patch	total_us	86325.3
n=10000 mode=point	lumen-dev-patch	rss.base_kb	2880
n=10000 mode=point	lumen-dev-patch	rss.built_kb	81472
n=10000 mode=point	lumen-dev-patch	rss.peak_kb	81600
n=10000 mode=point	lumen-dev-rebuild	nodes.total	10001
n=10000 mode=point	lumen-dev-rebuild	nodes.rebuilt	2
n=10000 mode=point	lumen-dev-rebuild	nodes.copied	9999
n=10000 mode=point	lumen-dev-rebuild	total_us	94387.1
n=10000 mode=point	lumen-dev-rebuild	rss.base_kb	2768
n=10000 mode=point	lumen-dev-rebuild	rss.built_kb	104224
n=10000 mode=point	lumen-dev-rebuild	rss.peak_kb	104224
n=10000 mode=point	qt6	stage.idle_paint	472.9
n=10000 mode=point	qt6	stage.set	1.2
n=10000 mode=point	qt6	stage.set_layout	706.9
n=10000 mode=point	qt6	stage.set_layout_paint	1400.7
n=10000 mode=point	qt6	total_us	706.9
n=10000 mode=point	qt6	rss.base_kb	20960
n=10000 mode=point	qt6	rss.built_kb	324604
n=10000 mode=point	qt6	rss.peak_kb	324604
n=10000 mode=point	gtk4	stage.set	1.4
n=10000 mode=point	gtk4	stage.set_measure	396.5
n=10000 mode=point	gtk4	total_us	396.5
n=10000 mode=point	gtk4	frame.sustained_ms	25.64
n=10000 mode=point	gtk4	frame.count	117
n=10000 mode=point	gtk4	frame.vsync_floor_ms	16.67
n=10000 mode=point	gtk4	frame.vsync_bound	no
n=10000 mode=point	gtk4	rss.base_kb	113720
n=10000 mode=point	gtk4	rss.built_kb	186780
n=10000 mode=point	gtk4	rss.peak_kb	195820
n=10000 mode=churn	lumen-rel-patch	nodes.total	10001
n=10000 mode=churn	lumen-rel-patch	nodes.rebuilt	0
n=10000 mode=churn	lumen-rel-patch	nodes.copied	0
n=10000 mode=churn	lumen-rel-patch	total_us	45843.4
n=10000 mode=churn	lumen-rel-patch	rss.base_kb	2748
n=10000 mode=churn	lumen-rel-patch	rss.built_kb	90348
n=10000 mode=churn	lumen-rel-patch	rss.peak_kb	93884
n=10000 mode=churn	lumen-rel-rebuild	nodes.total	10001
n=10000 mode=churn	lumen-rel-rebuild	nodes.rebuilt	10001
n=10000 mode=churn	lumen-rel-rebuild	nodes.copied	0
n=10000 mode=churn	lumen-rel-rebuild	total_us	60622.5
n=10000 mode=churn	lumen-rel-rebuild	rss.base_kb	2720
n=10000 mode=churn	lumen-rel-rebuild	rss.built_kb	144764
n=10000 mode=churn	lumen-rel-rebuild	rss.peak_kb	216216
n=10000 mode=churn	lumen-dev-patch	nodes.total	10001
n=10000 mode=churn	lumen-dev-patch	nodes.rebuilt	0
n=10000 mode=churn	lumen-dev-patch	nodes.copied	0
n=10000 mode=churn	lumen-dev-patch	total_us	171315.7
n=10000 mode=churn	lumen-dev-patch	rss.base_kb	2784
n=10000 mode=churn	lumen-dev-patch	rss.built_kb	102632
n=10000 mode=churn	lumen-dev-patch	rss.peak_kb	107188
n=10000 mode=churn	lumen-dev-rebuild	nodes.total	10001
n=10000 mode=churn	lumen-dev-rebuild	nodes.rebuilt	10001
n=10000 mode=churn	lumen-dev-rebuild	nodes.copied	0
n=10000 mode=churn	lumen-dev-rebuild	total_us	164977.0
n=10000 mode=churn	lumen-dev-rebuild	rss.base_kb	2788
n=10000 mode=churn	lumen-dev-rebuild	rss.built_kb	159244
n=10000 mode=churn	lumen-dev-rebuild	rss.peak_kb	233600
n=10000 mode=churn	qt6	stage.idle_paint	567.1
n=10000 mode=churn	qt6	stage.set	3350.9
n=10000 mode=churn	qt6	stage.set_layout	68952.9
n=10000 mode=churn	qt6	stage.set_layout_paint	69792.8
n=10000 mode=churn	qt6	total_us	68952.9
n=10000 mode=churn	qt6	rss.base_kb	20992
n=10000 mode=churn	qt6	rss.built_kb	325152
n=10000 mode=churn	qt6	rss.peak_kb	325464
n=10000 mode=churn	gtk4	stage.set	6728.1
n=10000 mode=churn	gtk4	stage.set_measure	49821.8
n=10000 mode=churn	gtk4	total_us	49821.8
n=10000 mode=churn	gtk4	frame.sustained_ms	63.79
n=10000 mode=churn	gtk4	frame.count	48
n=10000 mode=churn	gtk4	frame.vsync_floor_ms	16.67
n=10000 mode=churn	gtk4	frame.vsync_bound	no
n=10000 mode=churn	gtk4	rss.base_kb	113932
n=10000 mode=churn	gtk4	rss.built_kb	197572
n=10000 mode=churn	gtk4	rss.peak_kb	201064
